Name,wiki-site,website
Universitas Respati Indonesia URINDO ,Page not found,,http://urindo.ac.id/ 
Hung Yen University of Technology and Education ,https://en.wikipedia.org/wiki/Hung Yen University of Technology and Education
,http://www.utehy.edu.vn/ 
Universitas Sanata Dharma USD Sleman ,Page not found,,http://www.usd.ac.id/ 
Ho Chi Minh City University of Pedagogy ,Page not found,,http://www.hcmup.edu.vn/ 
Phetchaboon Rajabhat University ,Page not found,,http://www.pcru.ac.th/ 
Universitas Islam Sultan Agung Semarang ,Page not found,,http://unissula.ac.id/ 
Cyberjaya University College of Medical Sciences ,https://en.wikipedia.org/wiki/Cyberjaya University College of Medical Sciences
,http://cybermed.edu.my/ 
Universitas Pembangunan Nasional Veteran Yogyakarta ,Page not found,,http://www.upnyk.ac.id/ 
STMIK Akakom Yogyakarta ,Page not found,,http://www.akakom.ac.id/ 
Loei Rajabhat University ,Page not found,,http://lru.ac.th/ 
Limkokwing University of Creative Technology ,https://en.wikipedia.org/wiki/Limkokwing University of Creative Technology
,http://www.limkokwing.net/ 
Politeknik Negeri Sriwijaya ,Page not found,,http://www.polsri.ac.id/ 
Rajamangala University of Technology Rattanakosin ,Page not found,,http://www.rmutr.ac.th/ 
Kamphaeng Phet Rajabhat University ,Page not found,,http://www.kpru.ac.th/ 
Universitas Islam Negeri UIN Alauddin Makassar ,Page not found,,http://www.uin-alauddin.ac.id/ 
Universitas Terbuka ,https://en.wikipedia.org/wiki/Universitas Terbuka
,http://www.ut.ac.id/ 
Institut Agama Islam Negeri IAIN Surakarta ,Page not found,,http://www.iain-surakarta.ac.id/ 
Far Eastern University Phillipines ,Page not found,,http://www.feu.edu.ph/ 
Universitas Musamus Merauke ,Page not found,,http://www.unmus.ac.id/ 
S P Jain Center of Management ,https://en.wikipedia.org/wiki/S P Jain Center of Management
,http://www.spjain.org/ 
Universitas Bakrie ,https://en.wikipedia.org/wiki/Universitas Bakrie
,http://www.bakrie.ac.id/ 
Foreign Trade University ,https://en.wikipedia.org/wiki/Foreign Trade University
,http://ftu.edu.vn/ 
Universitas Borneo Tarakan ,Page not found,,http://www.borneo.ac.id/ 
Universitas Nusa Cendana ,Page not found,,http://www.undana.ac.id/ 
Kaplan Singapore ,https://en.wikipedia.org/wiki/Kaplan Singapore
,http://www.kaplan.com.sg/ 
University of Phayao ,https://en.wikipedia.org/wiki/University of Phayao
,http://www.up.ac.th/ 
Tunku Abdul Rahman University College ,https://en.wikipedia.org/wiki/Tunku Abdul Rahman University College
,http://www.tarc.edu.my/ 
Udon Thani Rajabhat University ,https://en.wikipedia.org/wiki/Udon Thani Rajabhat University
,http://www.udru.ac.th/ 
Banking Academy of Vietnam ,Page not found,,http://hvnh.edu.vn/ 
Universitas Papua Manokwari ,Page not found,,http://unipa.ac.id/ 
